date,number_admitted,seven_day_average,seven_day_average_qf,year,month,day,week,weekday,season
2021-04-22,10,9.14285714285714,NA,2021,4,22,16,Thu,Spring
2021-04-23,13,9.57142857142857,NA,2021,4,23,17,Fri,Spring
2021-04-24,6,9.28571428571429,NA,2021,4,24,17,Sat,Spring
2021-04-25,7,9,NA,2021,4,25,17,Sun,Spring
2021-04-26,8,8.71428571428571,NA,2021,4,26,17,Mon,Spring
2021-04-27,8,8.57142857142857,NA,2021,4,27,17,Tue,Spring
2021-04-28,3,7.85714285714286,NA,2021,4,28,17,Wed,Spring
2021-04-29,8,7.57142857142857,NA,2021,4,29,17,Thu,Spring
2021-04-30,11,7.28571428571429,NA,2021,4,30,18,Fri,Spring
2021-05-01,8,7.57142857142857,NA,2021,5,1,18,Sat,Spring
2021-05-02,7,7.57142857142857,NA,2021,5,2,18,Sun,Spring
2021-05-03,6,7.28571428571429,NA,2021,5,3,18,Mon,Spring
2021-05-04,6,7,NA,2021,5,4,18,Tue,Spring
2021-05-05,6,7.42857142857143,NA,2021,5,5,18,Wed,Spring
2021-05-06,14,8.28571428571429,NA,2021,5,6,18,Thu,Spring
2021-05-07,7,7.71428571428571,NA,2021,5,7,19,Fri,Spring
2021-05-08,11,8.14285714285714,NA,2021,5,8,19,Sat,Spring
2021-05-09,8,8.28571428571429,NA,2021,5,9,19,Sun,Spring
2021-05-10,5,8.14285714285714,NA,2021,5,10,19,Mon,Spring
2021-05-11,10,8.71428571428571,NA,2021,5,11,19,Tue,Spring
2021-05-12,10,9.28571428571429,NA,2021,5,12,19,Wed,Spring
2021-05-13,7,8.28571428571429,NA,2021,5,13,19,Thu,Spring
2021-05-14,8,8.42857142857143,NA,2021,5,14,20,Fri,Spring
2021-05-15,6,7.71428571428571,NA,2021,5,15,20,Sat,Spring
2021-05-16,11,8.14285714285714,NA,2021,5,16,20,Sun,Spring
2021-05-17,11,9,NA,2021,5,17,20,Mon,Spring
2021-05-18,15,9.71428571428571,NA,2021,5,18,20,Tue,Spring
2021-05-19,16,10.5714285714286,NA,2021,5,19,20,Wed,Spring
2021-05-20,16,11.8571428571429,NA,2021,5,20,20,Thu,Spring
2021-05-21,21,13.7142857142857,NA,2021,5,21,21,Fri,Spring
2021-05-22,16,15.1428571428571,NA,2021,5,22,21,Sat,Spring
2021-05-23,12,15.2857142857143,NA,2021,5,23,21,Sun,Spring
2021-05-24,16,16,NA,2021,5,24,21,Mon,Spring
2021-05-25,15,16,NA,2021,5,25,21,Tue,Spring
2021-05-26,9,15,NA,2021,5,26,21,Wed,Spring
2021-05-27,11,14.2857142857143,NA,2021,5,27,21,Thu,Spring
2021-05-28,19,14,NA,2021,5,28,22,Fri,Spring
2021-05-29,20,14.5714285714286,NA,2021,5,29,22,Sat,Spring
2021-05-30,16,15.1428571428571,NA,2021,5,30,22,Sun,Spring
2021-05-31,16,15.1428571428571,NA,2021,5,31,22,Mon,Spring
2021-06-01,28,17,NA,2021,6,1,22,Tue,Summer
2021-06-02,15,17.8571428571429,NA,2021,6,2,22,Wed,Summer
2021-06-03,24,19.7142857142857,NA,2021,6,3,22,Thu,Summer
2021-06-04,18,19.5714285714286,NA,2021,6,4,23,Fri,Summer
2021-06-05,18,19.2857142857143,NA,2021,6,5,23,Sat,Summer
2021-06-06,25,20.5714285714286,NA,2021,6,6,23,Sun,Summer
2021-06-07,23,21.5714285714286,NA,2021,6,7,23,Mon,Summer
2021-06-08,19,20.2857142857143,NA,2021,6,8,23,Tue,Summer
2021-06-09,17,20.5714285714286,NA,2021,6,9,23,Wed,Summer
2021-06-10,26,20.8571428571429,NA,2021,6,10,23,Thu,Summer
2021-06-11,19,21,NA,2021,6,11,24,Fri,Summer
2021-06-12,25,22,NA,2021,6,12,24,Sat,Summer
2021-06-13,21,21.4285714285714,NA,2021,6,13,24,Sun,Summer
2021-06-14,29,22.2857142857143,NA,2021,6,14,24,Mon,Summer
2021-06-15,23,22.8571428571429,NA,2021,6,15,24,Tue,Summer
2021-06-16,33,25.1428571428571,NA,2021,6,16,24,Wed,Summer
2021-06-17,18,24,NA,2021,6,17,24,Thu,Summer
2021-06-18,38,26.7142857142857,NA,2021,6,18,25,Fri,Summer
2021-06-19,23,26.4285714285714,NA,2021,6,19,25,Sat,Summer
2021-06-20,22,26.5714285714286,NA,2021,6,20,25,Sun,Summer
2021-06-21,26,26.1428571428571,NA,2021,6,21,25,Mon,Summer
2021-06-22,33,27.5714285714286,NA,2021,6,22,25,Tue,Summer
2021-06-23,41,28.7142857142857,NA,2021,6,23,25,Wed,Summer
2021-06-24,35,31.1428571428571,NA,2021,6,24,25,Thu,Summer
2021-06-25,32,30.2857142857143,NA,2021,6,25,26,Fri,Summer
2021-06-26,29,31.1428571428571,NA,2021,6,26,26,Sat,Summer
2021-06-27,27,31.8571428571429,NA,2021,6,27,26,Sun,Summer
2021-06-28,48,35,NA,2021,6,28,26,Mon,Summer
2021-06-29,53,37.8571428571429,NA,2021,6,29,26,Tue,Summer
2021-06-30,50,39.1428571428571,NA,2021,6,30,26,Wed,Summer
2021-07-01,50,41.2857142857143,NA,2021,7,1,26,Thu,Summer
2021-07-02,57,44.8571428571429,NA,2021,7,2,27,Fri,Summer
2021-07-03,46,47.2857142857143,NA,2021,7,3,27,Sat,Summer
2021-07-04,62,52.2857142857143,NA,2021,7,4,27,Sun,Summer
2021-07-05,67,55,NA,2021,7,5,27,Mon,Summer
2021-07-06,85,59.5714285714286,NA,2021,7,6,27,Tue,Summer
2021-07-07,86,64.7142857142857,NA,2021,7,7,27,Wed,Summer
2021-07-08,81,69.1428571428571,NA,2021,7,8,27,Thu,Summer
2021-07-09,71,71.1428571428571,NA,2021,7,9,28,Fri,Summer
2021-07-10,65,73.8571428571429,NA,2021,7,10,28,Sat,Summer
2021-07-11,53,72.5714285714286,NA,2021,7,11,28,Sun,Summer
2021-07-12,83,74.8571428571429,NA,2021,7,12,28,Mon,Summer
2021-07-13,85,74.8571428571429,NA,2021,7,13,28,Tue,Summer
2021-07-14,63,71.5714285714286,NA,2021,7,14,28,Wed,Summer
2021-07-15,66,69.4285714285714,NA,2021,7,15,28,Thu,Summer
2021-07-16,56,67.2857142857143,NA,2021,7,16,29,Fri,Summer
2021-07-17,43,64.1428571428571,NA,2021,7,17,29,Sat,Summer
2021-07-18,52,64,NA,2021,7,18,29,Sun,Summer
2021-07-19,59,60.5714285714286,NA,2021,7,19,29,Mon,Summer
2021-07-20,50,55.5714285714286,NA,2021,7,20,29,Tue,Summer
2021-07-21,67,56.1428571428571,NA,2021,7,21,29,Wed,Summer
2021-07-22,51,54,NA,2021,7,22,29,Thu,Summer
2021-07-23,51,53.2857142857143,NA,2021,7,23,30,Fri,Summer
2021-07-24,36,52.2857142857143,NA,2021,7,24,30,Sat,Summer
2021-07-25,37,50.1428571428571,NA,2021,7,25,30,Sun,Summer
2021-07-26,45,48.1428571428571,NA,2021,7,26,30,Mon,Summer
2021-07-27,49,48,NA,2021,7,27,30,Tue,Summer
2021-07-28,56,46.4285714285714,NA,2021,7,28,30,Wed,Summer
2021-07-29,33,43.8571428571429,NA,2021,7,29,30,Thu,Summer
2021-07-30,36,41.7142857142857,NA,2021,7,30,31,Fri,Summer
2021-07-31,27,40.4285714285714,NA,2021,7,31,31,Sat,Summer
2021-08-01,31,39.5714285714286,NA,2021,8,1,31,Sun,Summer
2021-08-02,43,39.2857142857143,NA,2021,8,2,31,Mon,Summer
2021-08-03,35,37.2857142857143,NA,2021,8,3,31,Tue,Summer
2021-08-04,33,34,NA,2021,8,4,31,Wed,Summer
2021-08-05,42,35.2857142857143,NA,2021,8,5,31,Thu,Summer
2021-08-06,40,35.8571428571429,NA,2021,8,6,32,Fri,Summer
2021-08-07,28,36,NA,2021,8,7,32,Sat,Summer
2021-08-08,27,35.4285714285714,NA,2021,8,8,32,Sun,Summer
2021-08-09,28,33.2857142857143,NA,2021,8,9,32,Mon,Summer
2021-08-10,52,35.7142857142857,NA,2021,8,10,32,Tue,Summer
2021-08-11,29,35.1428571428571,NA,2021,8,11,32,Wed,Summer
2021-08-12,29,33.2857142857143,NA,2021,8,12,32,Thu,Summer
2021-08-13,29,31.7142857142857,NA,2021,8,13,33,Fri,Summer
2021-08-14,28,31.7142857142857,NA,2021,8,14,33,Sat,Summer
2021-08-15,24,31.2857142857143,NA,2021,8,15,33,Sun,Summer
2021-08-16,18,29.8571428571429,NA,2021,8,16,33,Mon,Summer
2021-08-17,40,28.1428571428571,NA,2021,8,17,33,Tue,Summer
2021-08-18,41,29.8571428571429,NA,2021,8,18,33,Wed,Summer
2021-08-19,38,31.1428571428571,NA,2021,8,19,33,Thu,Summer
2021-08-20,51,34.2857142857143,NA,2021,8,20,34,Fri,Summer
2021-08-21,37,35.5714285714286,NA,2021,8,21,34,Sat,Summer
2021-08-22,40,37.8571428571429,NA,2021,8,22,34,Sun,Summer
2021-08-23,50,42.4285714285714,NA,2021,8,23,34,Mon,Summer
2021-08-24,62,45.5714285714286,NA,2021,8,24,34,Tue,Summer
2021-08-25,82,51.4285714285714,NA,2021,8,25,34,Wed,Summer
2021-08-26,78,57.1428571428571,NA,2021,8,26,34,Thu,Summer
2021-08-27,84,61.8571428571429,NA,2021,8,27,35,Fri,Summer
2021-08-28,78,67.7142857142857,NA,2021,8,28,35,Sat,Summer
2021-08-29,76,72.8571428571429,NA,2021,8,29,35,Sun,Summer
2021-08-30,84,77.7142857142857,NA,2021,8,30,35,Mon,Summer
2021-08-31,104,83.7142857142857,NA,2021,8,31,35,Tue,Summer
2021-09-01,121,89.2857142857143,NA,2021,9,1,35,Wed,Autumn
2021-09-02,96,91.8571428571429,NA,2021,9,2,35,Thu,Autumn
2021-09-03,120,97,NA,2021,9,3,36,Fri,Autumn
2021-09-04,101,100.285714285714,NA,2021,9,4,36,Sat,Autumn
2021-09-05,87,101.857142857143,NA,2021,9,5,36,Sun,Autumn
2021-09-06,132,108.714285714286,NA,2021,9,6,36,Mon,Autumn
2021-09-07,162,117,NA,2021,9,7,36,Tue,Autumn
2021-09-08,130,118.285714285714,NA,2021,9,8,36,Wed,Autumn
2021-09-09,133,123.571428571429,NA,2021,9,9,36,Thu,Autumn
2021-09-10,143,126.857142857143,NA,2021,9,10,37,Fri,Autumn
2021-09-11,111,128.285714285714,NA,2021,9,11,37,Sat,Autumn
2021-09-12,114,132.142857142857,NA,2021,9,12,37,Sun,Autumn
2021-09-13,141,133.428571428571,NA,2021,9,13,37,Mon,Autumn
2021-09-14,134,129.428571428571,NA,2021,9,14,37,Tue,Autumn
2021-09-15,138,130.571428571429,NA,2021,9,15,37,Wed,Autumn
2021-09-16,121,128.857142857143,NA,2021,9,16,37,Thu,Autumn
2021-09-17,113,124.571428571429,NA,2021,9,17,38,Fri,Autumn
2021-09-18,92,121.857142857143,NA,2021,9,18,38,Sat,Autumn
2021-09-19,78,116.714285714286,NA,2021,9,19,38,Sun,Autumn
2021-09-20,118,113.428571428571,NA,2021,9,20,38,Mon,Autumn
2021-09-21,95,107.857142857143,NA,2021,9,21,38,Tue,Autumn
2021-09-22,85,100.285714285714,NA,2021,9,22,38,Wed,Autumn
2021-09-23,92,96.1428571428571,NA,2021,9,23,38,Thu,Autumn
2021-09-24,79,91.2857142857143,NA,2021,9,24,39,Fri,Autumn
2021-09-25,72,88.4285714285714,NA,2021,9,25,39,Sat,Autumn
2021-09-26,67,86.8571428571429,NA,2021,9,26,39,Sun,Autumn
2021-09-27,88,82.5714285714286,NA,2021,9,27,39,Mon,Autumn
2021-09-28,86,81.2857142857143,NA,2021,9,28,39,Tue,Autumn
2021-09-29,75,79.8571428571429,NA,2021,9,29,39,Wed,Autumn
2021-09-30,63,75.7142857142857,NA,2021,9,30,39,Thu,Autumn
2021-10-01,74,75,NA,2021,10,1,40,Fri,Autumn
2021-10-02,70,74.7142857142857,NA,2021,10,2,40,Sat,Autumn
2021-10-03,76,76,NA,2021,10,3,40,Sun,Autumn
2021-10-04,96,77.1428571428571,NA,2021,10,4,40,Mon,Autumn
2021-10-05,78,76,NA,2021,10,5,40,Tue,Autumn
2021-10-06,71,75.4285714285714,NA,2021,10,6,40,Wed,Autumn
2021-10-07,84,78.4285714285714,NA,2021,10,7,40,Thu,Autumn
2021-10-08,88,80.4285714285714,NA,2021,10,8,41,Fri,Autumn
2021-10-09,65,79.7142857142857,NA,2021,10,9,41,Sat,Autumn
2021-10-10,57,77,NA,2021,10,10,41,Sun,Autumn
2021-10-11,60,71.8571428571429,NA,2021,10,11,41,Mon,Autumn
2021-10-12,72,71,NA,2021,10,12,41,Tue,Autumn
2021-10-13,58,69.1428571428571,NA,2021,10,13,41,Wed,Autumn
2021-10-14,79,68.4285714285714,NA,2021,10,14,41,Thu,Autumn
2021-10-15,80,67.2857142857143,NA,2021,10,15,42,Fri,Autumn
2021-10-16,63,67,NA,2021,10,16,42,Sat,Autumn
2021-10-17,48,65.7142857142857,NA,2021,10,17,42,Sun,Autumn
2021-10-18,89,69.8571428571429,NA,2021,10,18,42,Mon,Autumn
2021-10-19,99,73.7142857142857,NA,2021,10,19,42,Tue,Autumn
2021-10-20,85,77.5714285714286,NA,2021,10,20,42,Wed,Autumn
2021-10-21,80,77.7142857142857,NA,2021,10,21,42,Thu,Autumn
2021-10-22,85,78.4285714285714,NA,2021,10,22,43,Fri,Autumn
2021-10-23,62,78.2857142857143,NA,2021,10,23,43,Sat,Autumn
2021-10-24,63,80.4285714285714,NA,2021,10,24,43,Sun,Autumn
2021-10-25,90,80.5714285714286,NA,2021,10,25,43,Mon,Autumn
2021-10-26,88,79,NA,2021,10,26,43,Tue,Autumn
2021-10-27,86,79.1428571428571,NA,2021,10,27,43,Wed,Autumn
2021-10-28,79,79,NA,2021,10,28,43,Thu,Autumn
2021-10-29,87,79.2857142857143,NA,2021,10,29,44,Fri,Autumn
2021-10-30,61,79.1428571428571,NA,2021,10,30,44,Sat,Autumn
2021-10-31,63,79.1428571428571,NA,2021,10,31,44,Sun,Autumn
2021-11-01,92,79.4285714285714,NA,2021,11,1,44,Mon,Autumn
2021-11-02,81,78.4285714285714,NA,2021,11,2,44,Tue,Autumn
2021-11-03,78,77.2857142857143,NA,2021,11,3,44,Wed,Autumn
2021-11-04,66,75.4285714285714,NA,2021,11,4,44,Thu,Autumn
2021-11-05,72,73.2857142857143,NA,2021,11,5,45,Fri,Autumn
2021-11-06,52,72,NA,2021,11,6,45,Sat,Autumn
2021-11-07,57,71.1428571428571,NA,2021,11,7,45,Sun,Autumn
2021-11-08,84,70,NA,2021,11,8,45,Mon,Autumn
2021-11-09,82,70.1428571428571,NA,2021,11,9,45,Tue,Autumn
2021-11-10,64,68.1428571428571,NA,2021,11,10,45,Wed,Autumn
2021-11-11,86,71,NA,2021,11,11,45,Thu,Autumn
2021-11-12,59,69.1428571428571,NA,2021,11,12,46,Fri,Autumn
2021-11-13,38,67.1428571428571,NA,2021,11,13,46,Sat,Autumn
2021-11-14,61,67.7142857142857,NA,2021,11,14,46,Sun,Autumn
2021-11-15,68,65.4285714285714,NA,2021,11,15,46,Mon,Autumn
2021-11-16,74,64.2857142857143,NA,2021,11,16,46,Tue,Autumn
2021-11-17,58,63.4285714285714,NA,2021,11,17,46,Wed,Autumn
2021-11-18,54,58.8571428571429,NA,2021,11,18,46,Thu,Autumn
2021-11-19,54,58.1428571428571,NA,2021,11,19,47,Fri,Autumn
2021-11-20,35,57.7142857142857,NA,2021,11,20,47,Sat,Autumn
2021-11-21,40,54.7142857142857,NA,2021,11,21,47,Sun,Autumn
2021-11-22,66,54.4285714285714,NA,2021,11,22,47,Mon,Autumn
2021-11-23,55,51.7142857142857,NA,2021,11,23,47,Tue,Autumn
2021-11-24,65,52.7142857142857,NA,2021,11,24,47,Wed,Autumn
2021-11-25,52,52.4285714285714,NA,2021,11,25,47,Thu,Autumn
2021-11-26,47,51.4285714285714,NA,2021,11,26,48,Fri,Autumn
2021-11-27,39,52,NA,2021,11,27,48,Sat,Autumn
2021-11-28,40,52,NA,2021,11,28,48,Sun,Autumn
2021-11-29,66,52,NA,2021,11,29,48,Mon,Autumn
2021-11-30,47,50.8571428571429,NA,2021,11,30,48,Tue,Autumn
2021-12-01,50,48.7142857142857,NA,2021,12,1,48,Wed,Winter
2021-12-02,45,47.7142857142857,NA,2021,12,2,48,Thu,Winter
2021-12-03,34,45.8571428571429,NA,2021,12,3,49,Fri,Winter
2021-12-04,48,47.1428571428571,NA,2021,12,4,49,Sat,Winter
2021-12-05,37,46.7142857142857,NA,2021,12,5,49,Sun,Winter
2021-12-06,63,46.2857142857143,NA,2021,12,6,49,Mon,Winter
2021-12-07,63,48.5714285714286,NA,2021,12,7,49,Tue,Winter
2021-12-08,61,50.1428571428571,NA,2021,12,8,49,Wed,Winter
2021-12-09,64,52.8571428571429,NA,2021,12,9,49,Thu,Winter
2021-12-10,38,53.4285714285714,NA,2021,12,10,50,Fri,Winter
2021-12-11,33,51.2857142857143,NA,2021,12,11,50,Sat,Winter
2021-12-12,32,50.5714285714286,NA,2021,12,12,50,Sun,Winter
2021-12-13,53,49.1428571428571,NA,2021,12,13,50,Mon,Winter
2021-12-14,48,47,NA,2021,12,14,50,Tue,Winter
2021-12-15,53,45.8571428571429,NA,2021,12,15,50,Wed,Winter
2021-12-16,47,43.4285714285714,NA,2021,12,16,50,Thu,Winter
2021-12-17,41,43.8571428571429,NA,2021,12,17,51,Fri,Winter
2021-12-18,43,45.2857142857143,NA,2021,12,18,51,Sat,Winter
2021-12-19,35,45.7142857142857,NA,2021,12,19,51,Sun,Winter
2021-12-20,70,48.1428571428571,NA,2021,12,20,51,Mon,Winter
2021-12-21,54,49,NA,2021,12,21,51,Tue,Winter
2021-12-22,66,50.8571428571429,NA,2021,12,22,51,Wed,Winter
2021-12-23,50,51.2857142857143,NA,2021,12,23,51,Thu,Winter
2021-12-24,66,54.8571428571429,NA,2021,12,24,52,Fri,Winter
2021-12-25,42,54.7142857142857,NA,2021,12,25,52,Sat,Winter
2021-12-26,69,59.5714285714286,NA,2021,12,26,52,Sun,Winter
2021-12-27,93,62.8571428571429,NA,2021,12,27,52,Mon,Winter
2021-12-28,98,69.1428571428571,NA,2021,12,28,52,Tue,Winter
2021-12-29,117,76.4285714285714,NA,2021,12,29,52,Wed,Winter
2021-12-30,119,86.2857142857143,NA,2021,12,30,52,Thu,Winter
2021-12-31,122,94.2857142857143,NA,2021,12,31,53,Fri,Winter
2022-01-01,94,101.714285714286,NA,2022,1,1,1,Sat,Winter
2022-01-02,109,107.428571428571,NA,2022,1,2,1,Sun,Winter
2022-01-03,109,109.714285714286,NA,2022,1,3,1,Mon,Winter
2022-01-04,132,114.571428571429,NA,2022,1,4,1,Tue,Winter
2022-01-05,118,114.714285714286,NA,2022,1,5,1,Wed,Winter
2022-01-06,109,113.285714285714,NA,2022,1,6,1,Thu,Winter
2022-01-07,105,110.857142857143,NA,2022,1,7,1,Fri,Winter
2022-01-08,87,109.857142857143,NA,2022,1,8,2,Sat,Winter
2022-01-09,104,109.142857142857,NA,2022,1,9,2,Sun,Winter
2022-01-10,116,110.142857142857,NA,2022,1,10,2,Mon,Winter
2022-01-11,111,107.142857142857,NA,2022,1,11,2,Tue,Winter
2022-01-12,102,104.857142857143,NA,2022,1,12,2,Wed,Winter
2022-01-13,94,102.714285714286,NA,2022,1,13,2,Thu,Winter
2022-01-14,114,104,NA,2022,1,14,2,Fri,Winter
2022-01-15,64,100.714285714286,NA,2022,1,15,3,Sat,Winter
2022-01-16,62,94.7142857142857,NA,2022,1,16,3,Sun,Winter
2022-01-17,102,92.7142857142857,NA,2022,1,17,3,Mon,Winter
2022-01-18,103,91.5714285714286,NA,2022,1,18,3,Tue,Winter
2022-01-19,77,88,NA,2022,1,19,3,Wed,Winter
2022-01-20,76,85.4285714285714,NA,2022,1,20,3,Thu,Winter
2022-01-21,78,80.2857142857143,NA,2022,1,21,3,Fri,Winter
2022-01-22,60,79.7142857142857,NA,2022,1,22,4,Sat,Winter
2022-01-23,61,79.5714285714286,NA,2022,1,23,4,Sun,Winter
2022-01-24,86,77.2857142857143,NA,2022,1,24,4,Mon,Winter
2022-01-25,74,73.1428571428571,NA,2022,1,25,4,Tue,Winter
2022-01-26,68,71.8571428571429,NA,2022,1,26,4,Wed,Winter
2022-01-27,58,69.2857142857143,NA,2022,1,27,4,Thu,Winter
2022-01-28,66,67.5714285714286,NA,2022,1,28,4,Fri,Winter
2022-01-29,50,66.1428571428571,NA,2022,1,29,5,Sat,Winter
2022-01-30,52,64.8571428571429,NA,2022,1,30,5,Sun,Winter
2022-01-31,73,63,NA,2022,1,31,5,Mon,Winter
2022-02-01,80,63.8571428571429,NA,2022,2,1,5,Tue,Winter
2022-02-02,53,61.7142857142857,NA,2022,2,2,5,Wed,Winter
2022-02-03,67,63,NA,2022,2,3,5,Thu,Winter
2022-02-04,68,63.2857142857143,NA,2022,2,4,5,Fri,Winter
2022-02-05,58,64.4285714285714,NA,2022,2,5,6,Sat,Winter
2022-02-06,35,62,NA,2022,2,6,6,Sun,Winter
2022-02-07,67,61.1428571428571,NA,2022,2,7,6,Mon,Winter
2022-02-08,74,60.2857142857143,NA,2022,2,8,6,Tue,Winter
2022-02-09,64,61.8571428571429,NA,2022,2,9,6,Wed,Winter
2022-02-10,57,60.4285714285714,NA,2022,2,10,6,Thu,Winter
2022-02-11,54,58.4285714285714,NA,2022,2,11,6,Fri,Winter
2022-02-12,47,56.8571428571429,NA,2022,2,12,7,Sat,Winter
2022-02-13,56,59.8571428571429,NA,2022,2,13,7,Sun,Winter
2022-02-14,78,61.4285714285714,NA,2022,2,14,7,Mon,Winter
2022-02-15,71,61,NA,2022,2,15,7,Tue,Winter
2022-02-16,83,63.7142857142857,NA,2022,2,16,7,Wed,Winter
2022-02-17,68,65.2857142857143,NA,2022,2,17,7,Thu,Winter
2022-02-18,73,68,NA,2022,2,18,7,Fri,Winter
2022-02-19,62,70.1428571428571,NA,2022,2,19,8,Sat,Winter
2022-02-20,49,69.1428571428571,NA,2022,2,20,8,Sun,Winter
2022-02-21,75,68.7142857142857,NA,2022,2,21,8,Mon,Winter
2022-02-22,79,69.8571428571429,NA,2022,2,22,8,Tue,Winter
2022-02-23,92,71.1428571428571,NA,2022,2,23,8,Wed,Winter
2022-02-24,93,74.7142857142857,NA,2022,2,24,8,Thu,Winter
2022-02-25,95,77.8571428571429,NA,2022,2,25,8,Fri,Winter
2022-02-26,83,80.8571428571429,NA,2022,2,26,9,Sat,Winter
2022-02-27,72,84.1428571428571,NA,2022,2,27,9,Sun,Winter
2022-02-28,100,87.7142857142857,NA,2022,2,28,9,Mon,Winter
2022-03-01,88,89,NA,2022,3,1,9,Tue,Spring
2022-03-02,88,88.4285714285714,NA,2022,3,2,9,Wed,Spring
2022-03-03,83,87,NA,2022,3,3,9,Thu,Spring
2022-03-04,102,88,NA,2022,3,4,9,Fri,Spring
2022-03-05,68,85.8571428571429,NA,2022,3,5,10,Sat,Spring
2022-03-06,80,87,NA,2022,3,6,10,Sun,Spring
2022-03-07,92,85.8571428571429,NA,2022,3,7,10,Mon,Spring
2022-03-08,114,89.5714285714286,NA,2022,3,8,10,Tue,Spring
2022-03-09,119,94,NA,2022,3,9,10,Wed,Spring
2022-03-10,111,98,NA,2022,3,10,10,Thu,Spring
2022-03-11,138,103.142857142857,NA,2022,3,11,10,Fri,Spring
2022-03-12,124,111.142857142857,NA,2022,3,12,11,Sat,Spring
2022-03-13,110,115.428571428571,NA,2022,3,13,11,Sun,Spring
2022-03-14,142,122.571428571429,NA,2022,3,14,11,Mon,Spring
2022-03-15,143,126.714285714286,NA,2022,3,15,11,Tue,Spring
2022-03-16,140,129.714285714286,NA,2022,3,16,11,Wed,Spring
2022-03-17,140,133.857142857143,NA,2022,3,17,11,Thu,Spring
2022-03-18,154,136.142857142857,NA,2022,3,18,11,Fri,Spring
2022-03-19,103,133.142857142857,NA,2022,3,19,12,Sat,Spring
2022-03-20,109,133,NA,2022,3,20,12,Sun,Spring
2022-03-21,133,131.714285714286,NA,2022,3,21,12,Mon,Spring
2022-03-22,148,132.428571428571,NA,2022,3,22,12,Tue,Spring
2022-03-23,149,133.714285714286,NA,2022,3,23,12,Wed,Spring
2022-03-24,140,133.714285714286,NA,2022,3,24,12,Thu,Spring
2022-03-25,140,131.714285714286,NA,2022,3,25,12,Fri,Spring
2022-03-26,100,131.285714285714,NA,2022,3,26,13,Sat,Spring
2022-03-27,94,129.142857142857,NA,2022,3,27,13,Sun,Spring
2022-03-28,114,126.428571428571,NA,2022,3,28,13,Mon,Spring
2022-03-29,149,126.571428571429,NA,2022,3,29,13,Tue,Spring
2022-03-30,149,126.571428571429,NA,2022,3,30,13,Wed,Spring
2022-03-31,138,126.285714285714,NA,2022,3,31,13,Thu,Spring
2022-04-01,108,121.714285714286,NA,2022,4,1,13,Fri,Spring
2022-04-02,109,123,NA,2022,4,2,14,Sat,Spring
2022-04-03,92,122.714285714286,NA,2022,4,3,14,Sun,Spring
2022-04-04,133,125.428571428571,NA,2022,4,4,14,Mon,Spring
2022-04-05,111,120,NA,2022,4,5,14,Tue,Spring
2022-04-06,92,111.857142857143,NA,2022,4,6,14,Wed,Spring
2022-04-07,105,107.142857142857,NA,2022,4,7,14,Thu,Spring
2022-04-08,106,106.857142857143,NA,2022,4,8,14,Fri,Spring
2022-04-09,87,103.714285714286,NA,2022,4,9,15,Sat,Spring
2022-04-10,90,103.428571428571,NA,2022,4,10,15,Sun,Spring
2022-04-11,90,97.2857142857143,NA,2022,4,11,15,Mon,Spring
2022-04-12,88,94,NA,2022,4,12,15,Tue,Spring
2022-04-13,94,94.2857142857143,NA,2022,4,13,15,Wed,Spring
2022-04-14,86,91.5714285714286,NA,2022,4,14,15,Thu,Spring
2022-04-15,78,87.5714285714286,NA,2022,4,15,15,Fri,Spring
2022-04-16,74,85.7142857142857,NA,2022,4,16,16,Sat,Spring
2022-04-17,63,81.8571428571429,NA,2022,4,17,16,Sun,Spring
2022-04-18,67,78.5714285714286,NA,2022,4,18,16,Mon,Spring
2022-04-19,81,77.5714285714286,NA,2022,4,19,16,Tue,Spring
2022-04-20,60,72.7142857142857,NA,2022,4,20,16,Wed,Spring
2022-04-21,73,70.8571428571429,NA,2022,4,21,16,Thu,Spring
2022-04-22,82,71.4285714285714,NA,2022,4,22,16,Fri,Spring
2022-04-23,47,67.5714285714286,NA,2022,4,23,17,Sat,Spring
2022-04-24,41,64.4285714285714,NA,2022,4,24,17,Sun,Spring
2022-04-25,58,63.1428571428571,NA,2022,4,25,17,Mon,Spring
2022-04-26,51,58.8571428571429,NA,2022,4,26,17,Tue,Spring
2022-04-27,66,59.7142857142857,NA,2022,4,27,17,Wed,Spring
2022-04-28,50,56.4285714285714,NA,2022,4,28,17,Thu,Spring
2022-04-29,46,51.2857142857143,NA,2022,4,29,17,Fri,Spring
2022-04-30,45,51,NA,2022,4,30,18,Sat,Spring
2022-05-01,48,52,NA,2022,5,1,18,Sun,Spring
2022-05-02,44,50,NA,2022,5,2,18,Mon,Spring
2022-05-03,51,50,NA,2022,5,3,18,Tue,Spring
2022-05-04,54,48.2857142857143,NA,2022,5,4,18,Wed,Spring
2022-05-05,34,46,NA,2022,5,5,18,Thu,Spring
2022-05-06,41,45.2857142857143,NA,2022,5,6,18,Fri,Spring
2022-05-07,34,43.7142857142857,NA,2022,5,7,19,Sat,Spring
2022-05-08,29,41,NA,2022,5,8,19,Sun,Spring
2022-05-09,57,42.8571428571429,NA,2022,5,9,19,Mon,Spring
2022-05-10,63,44.5714285714286,NA,2022,5,10,19,Tue,Spring
2022-05-11,47,43.5714285714286,NA,2022,5,11,19,Wed,Spring
2022-05-12,48,45.5714285714286,NA,2022,5,12,19,Thu,Spring
